"Node Id","Route No","Chainage Seq","Route Link No","Chainage"
"39,404","5805","1","58058001","7740"
"39,404","163614","2","163614801","118"
"39,405","5805","1","58058001","7648"
"39,405","134062","2","134062801","0"
"39,406","111690","1","111690801","0"
"39,406","173381","2","173381801","937"
"39,406","188928","3","188928801","514"
"39,407","167076","1","167076801","703"
"39,407","215964","2","215964801","1084"
"39,408","170308","1","170308801","0"
"39,408","220066","2","220066801","1729"
"39,409","220066","1","220066801","1690"
"39,409","266405","2","266405801","804"
"39,410","220965","1","220965801","737"
"39,410","266405","2","266405801","425"
"39,411","2720","1","27208001","4559"
"39,411","266405","2","266405801","0"
"39,412","2720","1","27208001","4700"
"39,412","205123","2","205123801","279"
"39,413","2720","1","27208001","4812"
"39,413","101538","2","101538801","268"
"39,414","5307","1","53078001","11190"
"39,414","151086","2","151086801","0"
"39,414","226639","3","226639801","808"
"39,415","179029","1","179029801","1017"
"39,415","226639","2","226639801","567"
"39,416","147794","1","147794801","308"
"39,416","226639","2","226639801","690"
"39,418","102066","1","102066801","1431"
"39,418","148574","2","148574801","742"
"39,419","167970","1","167970801","113"
"39,419","210325","2","210325801","234"
"39,420","5493","1","54938003","11291"
"39,420","197917","2","197917801","0"
"39,422","201211","1","201211801","0"
"39,422","220066","2","220066801","2025"
"39,423","5307","1","53078002","12361"
"39,423","144330","2","144330801","0"
"39,424","141373","1","141373801","0"
"39,424","146305","2","146305801","322"
"39,425","2720","1","27208001","5109"
"39,425","5307","2","53078002","12030"
"39,427","2720","1","27208001","4929"
"39,427","5307","2","53078001","11850"
"39,428","2720","1","27208001","5011"
"39,428","125607","2","125607801","0"
"39,429","2720","1","27208001","4958"
"39,429","146305","2","146305801","0"
"39,430","5307","1","53078001","11647"
"39,430","206160","2","206160801","0"
"39,431","5307","1","53078001","11479"
"39,431","219155","2","219155801","726"
"39,432","102066","1","102066801","1190"
"39,432","128299","2","128299801","642"
"39,433","5805","1","58058001","8502"
"39,433","137033","2","137033801","0"
"39,434","5805","1","58058001","8608"
"39,434","125318","2","125318801","0"
"39,435","5307","1","53078002","14758"
"39,435","178706","2","178706801","0"
"39,436","157738","1","157738801","341"
"39,436","227571","2","227571801","641"
"39,437","5307","1","53078002","14542"
"39,437","106189","2","106189801","410"
"39,438","5307","1","53078002","14451"
"39,438","122258","2","122258801","821"
"39,439","102066","1","102066801","1070"
"39,439","157738","2","157738801","591"
"39,440","5307","1","53078002","14034"
"39,440","220357","2","220357801","0"
"39,441","5307","1","53078002","14253"
"39,441","150311","2","150311801","0"
"39,442","227571","1","227571801","520"
"39,442","266277","2","266277801","261"
"39,443","5307","1","53078002","13304"
"39,443","166213","2","166213801","0"
"39,445","102066","1","102066801","1311"
"39,445","146127","2","146127801","692"
"39,446","5307","1","53078002","13136"
"39,446","133840","2","133840801","223"
"39,447","134860","1","134860801","520"
"39,447","166213","2","166213801","179"
"39,448","5307","1","53078002","12784"
"39,448","220066","2","220066801","2228"
"39,449","172273","1","172273801","425"
"39,449","220066","2","220066801","2327"
"39,450","105338","1","105338801","437"
"39,450","220066","2","220066801","2580"
"39,451","146127","1","146127801","442"
"39,451","227571","2","227571801","883"
"39,452","139653","1","139653801","343"
"39,452","140410","2","140410801","184"
"39,453","128299","1","128299801","392"
"39,453","227571","2","227571801","762"
"39,454","2720","1","27208001","5607"
"39,454","105257","2","105257801","129"
"39,454","174900","3","174900801","0"
"39,456","2720","1","27208001","5339"
"39,456","102024","2","102024801","329"
"39,457","102066","1","102066801","827"
"39,457","105026","2","105026801","585"
"39,457","111857","3","111857801","496"
"39,458","123147","1","123147801","850"
"39,458","153983","2","153983801","0"
"39,459","5307","1","53078002","15242"
"39,459","5805","2","58058001","8850"
"39,460","5307","1","53078002","15338"
"39,460","188187","2","188187801","244"
"39,460","202147","3","202147801","0"
"39,461","102066","1","102066801","948"
"39,461","266277","2","266277801","511"
"39,462","152656","1","152656801","0"
"39,462","166213","2","166213801","532"
"39,462","180193","3","180193801","519"
"39,463","153878","1","153878801","0"
"39,463","220066","2","220066801","2878"
"39,464","2720","1","27208001","5949"
"39,464","123339","2","123339801","348"
"39,465","2720","1","27208001","5719"
"39,465","150983","2","150983801","0"
"39,467","5805","1","58058001","9337"
"39,467","158727","2","158727801","0"
"39,468","5805","1","58058001","9570"
"39,468","103045","2","103045801","0"
"39,469","101948","1","101948801","194"
"39,469","105026","2","105026801","204"
"39,471","127668","1","127668801","274"
"39,471","183494","2","183494801","106"
"39,473","105026","1","105026801","129"
"39,473","260219","2","260219801","361"
"39,474","2720","1","27208001","6195"
"39,474","185803","2","185803801","377"
"39,474","265506","3","265506801","0"
"39,476","102066","1","102066801","549"
"39,476","130210","2","130210801","0"
"39,477","102066","1","102066801","358"
"39,477","174868","2","174868801","121"
"39,478","5805","1","58058001","9659"
"39,478","230697","2","230697801","184"
"39,479","5804","1","58048001","0"
"39,479","5805","2","58058001","9890"
"39,479","196201","3","196201801","0"
"39,480","139582","1","139582801","112"
"39,480","260219","2","260219801","142"
"39,482","141906","1","141906801","0"
"39,482","220066","2","220066801","3530"
"39,483","189707","1","189707801","0"
"39,483","220066","2","220066801","3428"
"39,484","2400","1","24008001","27889"
"39,484","123147","2","123147801","2067"
"39,485","5530","1","55308001","5798"
"39,485","104080","2","104080801","832"
"39,487","2400","1","24008001","28192"
"39,487","158518","2","158518801","477"
"39,488","5530","1","55308001","5472"
"39,488","269110","2","269110801","289"
"39,489","2400","1","24008001","28466"
"39,489","188960","2","188960801","474"
"39,490","196201","1","196201801","663"
"39,490","268176","2","268176801","1440"
"39,491","5804","1","58048001","816"
"39,491","5929","2","59298001","787"
"39,492","5929","1","59298001","582"
"39,492","211752","2","211752801","898"
"39,493","5929","1","59298001","484"
"39,493","105527","2","105527801","679"
"39,495","2400","1","24008001","26014"
"39,495","196525","2","196525801","0"
"39,496","2400","1","24008001","25761"
"39,496","105448","2","105448801","0"
"39,497","2400","1","24008001","26210"
"39,497","111500","2","111500801","0"
"39,498","2400","1","24008001","26605"
"39,498","220066","2","220066801","3930"
"39,499","2400","1","24008001","26850"
"39,499","230693","2","230693801","0"
"39,500","2400","1","24008001","26710"
"39,500","141484","2","141484801","1360"
"39,501","193089","1","193089801","314"
"39,501","230693","2","230693801","207"
"39,502","197325","1","197325801","302"
"39,502","230693","2","230693801","111"
"39,503","2400","1","24008001","26938"
"39,503","177320","2","177320801","929"
"39,504","2720","1","27208001","7173"
"39,504","182800","2","182800801","0"
"39,505","2400","1","24008001","27310"
"39,505","217378","2","217378801","183"
"39,506","2400","1","24008001","27074"
"39,506","118662","2","118662801","539"
"39,507","2400","1","24008001","27366"
"39,507","261641","2","261641801","0"
"39,508","2400","1","24008001","27438"
"39,508","221284","2","221284801","0"
"39,509","2400","1","24008001","27637"
"39,509","264642","2","264642801","0"
"39,510","2400","1","24008001","27392"
"39,510","197596","2","197596801","65"
"39,511","2400","1","24008001","27551"
"39,511","180703","2","180703801","0"
"39,512","221284","1","221284801","148"
"39,512","268041","2","268041801","371"
"39,514","5929","1","59298001","1100"
"39,514","139701","2","139701801","0"
"39,515","5929","1","59298001","1299"
"39,515","201190","2","201190801","0"
"39,516","5804","1","58048001","1225"
"39,516","145173","2","145173801","408"
"39,517","5804","1","58048001","1424"
"39,517","211987","2","211987801","0"
"39,518","203802","1","203802801","1133"
"39,518","262099","2","262099801","245"
"39,519","130611","1","130611801","422"
"39,519","220066","2","220066801","4502"
"39,520","100619","1","100619801","0"
"39,520","220066","2","220066801","4314"
"39,521","2720","1","27208001","7555"
"39,521","161629","2","161629801","0"
"39,522","5804","1","58048001","1466"
"39,522","266271","2","266271801","387"
"39,524","103372","1","103372801","0"
"39,524","128005","2","128005801","168"
"39,525","5493","1","54938003","11383"
"39,525","102066","2","102066801","1789"
"39,526","137609","1","137609801","891"
"39,526","220066","2","220066801","4719"
"39,527","2720","1","27208001","7891"
"39,527","208445","2","208445801","148"
"39,528","2720","1","27208001","7775"
"39,528","137609","2","137609801","0"
"39,529","105026","1","105026801","882"
"39,529","157738","2","157738801","768"
"39,530","2720","1","27208001","7872"
"39,530","186762","2","186762801","0"
"39,532","2720","1","27208001","7978"
"39,532","183199","2","183199801","147"
"39,534","210721","1","210721801","1899"
"39,534","228145","2","228145801","0"
"39,535","121735","1","121735801","2370"
"39,535","137580","2","137580801","506"
"39,536","122002","1","122002801","0"
"39,536","210721","2","210721801","1164"
"39,537","197703","1","197703801","0"
"39,537","210721","2","210721801","1286"
"39,539","5804","1","58048001","2055"
"39,539","198848","2","198848801","0"
"39,540","5804","1","58048001","2093"
"39,540","103372","2","103372801","180"
"39,541","5804","1","58048001","2606"
"39,541","205027","2","205027801","0"
"39,542","111857","1","111857801","897"
"39,542","261939","2","261939801","827"
"39,544","2720","1","27208001","8173"
"39,544","265507","2","265507801","20"
"39,545","2720","1","27208001","7993"
"39,545","101867","2","101867801","0"
"39,546","198848","1","198848801","933"
"39,546","265426","2","265426801","0"
"39,548","5804","1","58048001","3000"
"39,548","266265","2","266265801","0"
"39,549","135963","1","135963801","575"
"39,549","149727","2","149727801","0"
"39,551","135963","1","135963801","217"
"39,551","155839","2","155839801","193"
"39,552","5804","1","58048001","3286"
"39,552","155839","2","155839801","0"
"39,553","5804","1","58048001","3088"
"39,553","118543","2","118543801","0"
"39,554","5804","1","58048001","3365"
"39,554","260196","2","260196801","709"
"39,555","5804","1","58048001","3445"
"39,555","141187","2","141187801","187"
"39,555","241748","3","241748801","0"
"39,556","5804","1","58048001","3069"
"39,556","197081","2","197081801","734"
"39,557","2720","1","27208001","8699"
"39,557","135963","2","135963801","0"
"39,557","265509","3","265509801","19"
"39,558","2720","1","27208001","8447"
"39,558","5804","2","58048001","3522"
"39,559","5804","1","58048001","3721"
"39,559","117419","2","117419801","0"
"39,560","5804","1","58048001","3840"
"39,560","134190","2","134190801","144"
"39,561","2720","1","27208001","8542"
"39,561","183016","2","183016801","0"
"39,561","265508","3","265508801","21"
"39,562","5804","1","58048001","3635"
"39,562","204955","2","204955801","108"
"39,563","117419","1","117419801","108"
"39,563","200955","2","200955801","859"
"39,564","5804","1","58048001","4024"
"39,564","101036","2","101036801","245"
"39,565","5804","1","58048001","4353"
"39,565","217655","2","217655801","0"
"39,566","5804","1","58048001","4693"
"39,566","122002","2","122002801","791"
"39,567","117922","1","117922801","100"
"39,567","130455","2","130455801","138"
"39,568","5804","1","58048001","4417"
"39,568","177328","2","177328801","792"
"39,569","5804","1","58048001","4871"
"39,569","260013","2","260013801","0"
"39,570","5804","1","58048001","4719"
"39,570","196995","2","196995801","0"
"39,571","5804","1","58048001","4837"
"39,571","102776","2","102776801","714"
"39,572","183494","1","183494801","297"
"39,572","260525","2","260525801","274"
"39,573","183494","1","183494801","399"
"39,573","261939","2","261939801","275"
"39,574","2720","1","27208001","9063"
"39,576","2720","1","27208001","9020"
"39,576","173330","2","173330801","125"
"39,578","2720","1","27208001","9199"
"39,578","127009","2","127009801","1209"
"39,578","128484","3","128484801","0"
"39,579","2720","1","27208001","9544"
"39,579","260441","2","260441801","200"
"39,580","5530","1","55308001","4009"
"39,580","128928","2","128928801","2340"
"39,581","133991","1","133991801","457"
"39,581","138987","2","138987801","306"
"39,582","2720","1","27208001","9695"
"39,582","133991","2","133991801","0"
"39,583","105026","1","105026801","1474"
"39,583","203802","2","203802801","1311"
"39,584","2720","1","27200407","10209"
"39,584","2720","2","27208001","10209"
"39,584","132579","3","132579801","0"
"39,584","157114","4","157114801","2382"
"39,585","157114","1","157114801","2138"
"39,585","187654","2","187654801","0"
"39,588","157114","1","157114801","1406"
"39,588","170608","2","170608801","374"
"39,589","174020","1","174020801","726"
"39,589","203802","2","203802801","1476"
"39,590","125331","1","125331801","918"
"39,590","157114","2","157114801","974"
"39,592","157114","1","157114801","1020"
"39,592","201955","2","201955801","0"
"39,593","5493","1","54938003","12055"
"39,593","105026","2","105026801","1771"
"39,594","188075","1","188075801","76"
"39,595","176871","1","176871801","517"
"39,595","188075","2","188075801","493"
"39,597","118836","1","118836801","152"
"39,597","157111","2","157111801","0"
"39,599","2720","1","27208001","10676"
"39,599","216723","2","216723801","0"
"39,600","105026","1","105026801","1326"
"39,600","148574","2","148574801","1176"
"39,601","156974","1","156974801","216"
"39,601","176871","2","176871801","612"
"39,603","114766","1","114766801","0"
"39,603","192581","2","192581801","1496"
"39,604","2720","1","27208001","11021"
"39,604","196353","2","196353801","274"
"39,605","2720","1","27208001","10845"
"39,605","192581","2","192581801","1041"
"39,606","192581","1","192581801","912"
"39,606","196353","2","196353801","0"
"39,607","187654","1","187654801","628"
"39,607","192581","2","192581801","797"
"39,608","2720","1","27208001","10915"
"39,608","215890","2","215890801","0"
"39,609","174020","1","174020801","121"
"39,609","266277","2","266277801","1196"
"39,610","176871","1","176871801","1364"
"39,610","208953","2","208953801","1143"
"39,612","174897","1","174897801","0"
"39,612","176871","2","176871801","1325"
"39,613","142055","1","142055801","0"
"39,613","176871","2","176871801","1234"
"39,614","111857","1","111857801","1177"
"39,614","174020","2","174020801","0"
"39,615","192262","1","192262801","604"
"39,615","208953","2","208953801","450"
"39,617","125484","1","125484801","0"
"39,617","208953","2","208953801","122"
"39,618","114766","1","114766801","604"
"39,618","208953","2","208953801","325"
"39,619","111857","1","111857801","1326"
"39,619","174039","2","174039801","827"
"39,620","208953","1","208953801","94"
"39,620","215890","2","215890801","635"
"39,621","2720","1","27208001","11515"
"39,621","206113","2","206113801","0"
"39,622","113848","1","113848801","314"
"39,622","180706","2","180706801","307"
"39,623","180706","1","180706801","100"
"39,623","215890","2","215890801","346"
"39,624","2720","1","27208001","11200"
"39,624","180706","2","180706801","0"
"39,624","190857","3","190857801","97"
"39,625","5433","1","54338001","3562"
"39,625","221287","2","221287801","0"
"39,626","5433","1","54338001","3274"
"39,626","104659","2","104659801","602"
"39,627","5433","1","54338001","3523"
"39,627","226592","2","226592801","197"
"39,628","5433","1","54338001","3397"
"39,628","101537","2","101537801","603"
"39,629","5433","1","54338001","3151"
"39,629","108160","2","108160801","603"
"39,629","154207","3","154207801","0"
"39,630","5433","1","54338001","3031"
"39,630","169718","2","169718801","221"
"39,631","5433","1","54338001","2909"
"39,631","260830","2","260830801","221"
"39,632","5433","1","54338001","3000"
"39,632","125452","2","125452801","0"
"39,633","5433","1","54338001","2505"
"39,633","207777","2","207777801","0"
"39,634","174039","1","174039801","412"
"39,634","221176","2","221176801","430"
"39,636","5433","1","54338001","2405"
"39,636","223888","2","223888801","214"
"39,637","5433","1","54338001","2221"
"39,637","132180","2","132180801","0"
"39,638","178936","1","178936801","491"
"39,638","193768","2","193768801","0"
"39,639","182347","1","182347801","414"
"39,639","221176","2","221176801","537"
"39,642","5806","1","58068001","1124"
"39,642","176871","2","176871801","1654"
"39,643","221176","1","221176801","323"
"39,643","260756","2","260756801","412"
"39,644","5806","1","58068001","1420"
"39,644","224951","2","224951801","308"
"39,645","2720","1","27208001","11987"
"39,645","203929","2","203929801","0"
"39,646","2720","1","27208001","11595"
"39,646","184909","2","184909801","0"
"39,647","5806","1","58068001","270"
"39,647","101142","2","101142801","0"
"39,648","109930","1","109930801","67"
"39,648","262670","2","262670801","0"
"39,649","5806","1","58068001","99"
"39,649","111144","2","111144801","122"
"39,651","5806","1","58068001","3112"
"39,651","229382","2","229382801","0"
"39,652","5806","1","58068001","1718"
"39,653","5806","1","58068001","1661"
"39,653","259068","2","259068801","392"
"39,654","5806","1","58068001","1950"
"39,654","210928","2","210928801","405"
"39,655","5806","1","58068001","1549"
"39,655","222586","2","222586801","318"
"39,656","190444","1","190444801","422"
"39,656","196431","2","196431801","724"
"39,657","2720","1","27208001","12154"
"39,657","107993","2","107993801","0"
"39,658","2720","1","27208001","12287"
"39,658","172289","2","172289801","217"
"39,659","109930","1","109930801","192"
"39,659","265865","2","265865801","403"
"39,660","121586","1","121586801","281"
"39,660","227804","2","227804801","305"
"39,661","109930","1","109930801","431"
"39,661","145556","2","145556801","700"
"39,663","151588","1","151588801","382"
"39,663","267965","2","267965801","621"
"39,664","135163","1","135163801","320"
"39,664","195026","2","195026801","2995"
"39,665","166195","1","166195801","0"
"39,665","195026","2","195026801","3102"
"39,666","119226","1","119226801","0"
"39,666","190444","2","190444801","1017"
"39,667","5781","1","57810201","349"
"39,667","115444","2","115444801","31"
"39,668","2720","1","27200202","12720"
"39,668","2720","2","27200302","12720"
"39,668","2720","3","27208001","12720"
"39,668","196431","4","196431801","0"
"39,668","241926","5","241926801","88"
"39,669","5530","1","55308001","3273"
"39,669","225363","2","225363801","0"
"39,670","109930","1","109930801","619"
"39,670","152419","2","152419801","1789"
"39,671","109930","1","109930801","965"
"39,671","158977","2","158977801","0"
"39,673","195026","1","195026801","3368"
"39,673","267965","2","267965801","872"
"39,674","2720","1","27208003","13520"
"39,675","109930","1","109930801","1149"
"39,675","191239","2","191239801","561"
"39,676","109930","1","109930801","1012"
"39,676","120395","2","120395801","1324"
"39,677","109930","1","109930801","1275"
"39,677","224692","2","224692801","524"
"39,678","121735","1","121735801","2541"
"39,678","125796","2","125796801","0"
"39,679","5802","1","58028001","16724"
"39,679","157156","2","157156801","763"
"39,680","190444","1","190444801","1995"
"39,680","195026","2","195026801","3852"
"39,681","2720","1","27208003","13784"
"39,681","137098","2","137098801","2028"
"39,682","2720","1","27208003","13948"
"39,682","142090","2","142090801","0"
"39,683","146126","1","146126801","531"
"39,683","151539","2","151539801","199"
"39,685","5781","1","57810301","989"
"39,685","137098","2","137098801","1315"
"39,686","172659","1","172659801","246"
"39,686","206025","2","206025801","183"
"39,687","137098","1","137098801","909"
"39,687","206025","2","206025801","0"
"39,688","137098","1","137098801","999"
"39,688","199800","2","199800801","0"
"39,689","101927","1","101927801","189"
"39,689","137098","2","137098801","346"
"39,690","137098","1","137098801","243"
"39,690","261142","2","261142801","0"
"39,691","137098","1","137098801","530"
"39,691","216247","2","216247801","0"
"39,692","109930","1","109930801","1661"
"39,692","137098","2","137098801","0"
"39,693","111857","1","111857801","1602"
"39,693","163334","2","163334801","843"
"39,694","5802","1","58028001","17068"
"39,694","102388","2","102388801","723"
"39,695","102388","1","102388801","359"
"39,695","186833","2","186833801","0"
"39,696","180482","1","180482801","0"
"39,696","195026","2","195026801","4216"
"39,697","2720","1","27208003","14592"
"39,697","195026","2","195026801","4566"
"39,697","195868","3","195868801","0"
"39,698","195866","1","195866801","311"
"39,698","215094","2","215094801","355"
"39,699","5781","1","57810201","1344"
"39,700","5781","1","57810301","1489"
"39,700","153198","2","153198801","0"
"39,701","106236","1","106236801","827"
"39,701","111857","2","111857801","1740"
"39,702","206025","1","206025801","623"
"39,702","260314","2","260314801","422"
"39,703","106236","1","106236801","415"
"39,703","221176","2","221176801","842"
"39,704","5802","1","58028001","17572"
"39,704","104600","2","104600801","116"
"39,704","109930","3","109930801","2250"
"39,705","158762","1","158762801","649"
"39,705","166487","2","166487801","467"
"39,706","2720","1","27208003","14915"
"39,706","109749","2","109749801","0"
"39,707","173832","1","173832801","415"
"39,707","221176","2","221176801","641"
"39,708","5781","1","57810201","2284"
"39,708","121046","2","121046801","0"
"39,713","5802","1","58028001","18048"
"39,713","104745","2","104745801","800"
"39,714","5802","1","58028001","18118"
"39,714","157164","2","157164801","0"
"39,715","2720","1","27208003","15684"
"39,715","190875","2","190875801","1102"
"39,715","242466","3","242466801","0"
"39,716","2720","1","27208003","15579"
"39,716","159396","2","159396801","336"
"39,717","109749","1","109749801","444"
"39,717","135012","2","135012801","290"
"39,718","5781","1","57810201","2781"
"39,718","109749","2","109749801","876"
"39,719","109749","1","109749801","594"
"39,719","139097","2","139097801","0"
"39,721","5781","1","57810201","2490"
"39,721","259828","2","259828801","605"
"39,722","5781","1","57810301","2751"
"39,722","169787","2","169787801","131"
"39,723","138615","1","138615801","227"
"39,723","216094","2","216094801","413"
"39,724","5802","1","58028001","18513"
"39,725","2720","1","27208003","15988"
"39,725","212680","2","212680801","573"
"39,726","5530","1","55308001","2462"
"39,726","146126","2","146126801","1115"
"39,727","5781","1","57810201","3167"
"39,727","150339","2","150339801","560"
"39,728","5530","1","55308001","2244"
"39,728","119822","2","119822801","0"
"39,728","193882","3","193882801","618"
"39,729","138615","1","138615801","616"
"39,729","180424","2","180424801","544"
"39,730","2720","1","27208003","16222"
"39,730","194641","2","194641801","407"
"39,731","103277","1","103277801","121"
"39,731","266277","2","266277801","1907"
"39,733","5422","1","54228001","9761"
"39,733","145900","2","145900801","0"
"39,734","5422","1","54228001","9908"
"39,734","260877","2","260877801","0"
"39,735","5422","1","54228001","9288"
"39,735","138615","2","138615801","958"
"39,736","5422","1","54228001","9133"
"39,736","177313","2","177313801","327"
"39,736","227208","3","227208801","0"
"39,738","111857","1","111857801","2042"
"39,738","118578","2","118578801","155"
"39,739","5422","1","54228001","8880"
"39,739","110622","2","110622801","0"
"39,740","5422","1","54228001","8445"
"39,740","123121","2","123121801","0"
"39,741","5422","1","54228001","8650"
"39,741","228267","2","228267801","0"
"39,742","5422","1","54228001","7911"
"39,742","111404","2","111404801","362"
"39,745","5422","1","54228001","7719"
"39,745","263498","2","263498801","276"
"39,746","5422","1","54228001","7656"
"39,746","109284","2","109284801","0"
"39,747","2720","1","27200515","16866"
"39,747","2720","2","27208003","16866"
"39,747","168058","3","168058801","1029"
"39,748","2720","1","27208003","16671"
"39,748","180942","2","180942801","22"
"39,748","186143","3","186143801","0"
"39,749","5422","1","54228001","10425"
"39,749","5781","2","57818001","3738"
"39,750","5781","1","57818001","3813"
"39,750","221122","2","221122801","0"
"39,753","5802","1","58028001","20086"
"39,753","154675","2","154675801","713"
"39,755","5422","1","54228002","11198"
"39,755","102714","2","102714801","1210"
"39,756","158171","1","158171801","0"
"39,756","179031","2","179031801","314"
"39,757","5422","1","54228002","11418"
"39,757","229192","2","229192801","600"
"39,758","5422","1","54228002","11570"
"39,758","168058","2","168058801","0"
"39,759","5781","1","57818001","4369"
"39,759","179031","2","179031801","0"
"39,760","134881","1","134881801","0"
"39,760","179031","2","179031801","105"
"39,761","112249","1","112249801","0"
"39,761","177514","2","177514801","913"
"39,763","138607","1","138607801","37"
"39,763","198401","2","198401801","0"
"39,764","5422","1","54228002","12080"
"39,764","213261","2","213261801","252"
"39,765","128654","1","128654801","370"
"39,765","163649","2","163649801","0"
"39,765","267296","3","267296801","233"
"39,766","158171","1","158171801","348"
"39,766","267296","2","267296801","0"
"39,767","170936","1","170936801","313"
"39,767","267296","2","267296801","118"
"39,768","5781","1","57818001","4795"
"39,768","194306","2","194306801","603"
"39,769","164868","1","164868801","679"
"39,769","225882","2","225882801","162"
"39,770","136234","1","136234801","100"
"39,770","164868","2","164868801","512"
"39,771","5802","1","58028001","20660"
"39,771","109283","2","109283801","692"
"39,772","154209","1","154209801","229"
"39,772","206817","2","206817801","159"
"39,773","158171","1","158171801","501"
"39,773","220053","2","220053801","285"
"39,774","5781","1","57818001","5189"
"39,774","5784","2","57848001","9592"
"39,775","5781","1","57818001","4888"
"39,775","220053","2","220053801","0"
"39,776","5784","1","57848001","8988"
"39,776","164669","2","164669801","0"
"39,776","173562","3","173562801","414"
"39,779","5784","1","57848001","8268"
"39,779","215440","2","215440801","0"
"39,780","5784","1","57848001","8590"
"39,780","146638","2","146638801","383"
"39,781","5784","1","57848001","8064"
"39,781","138599","2","138599801","65"
"39,781","185634","3","185634801","0"
"39,782","5784","1","57848001","7701"
"39,782","110621","2","110621801","708"
"39,783","110621","1","110621801","581"
"39,783","231366","2","231366801","202"
"39,784","5784","1","57848001","7067"
"39,784","118346","2","118346801","0"
"39,785","5784","1","57848001","6661"
"39,785","5802","2","58028001","21182"
"39,786","5784","1","57848001","6393"
"39,786","161785","2","161785801","636"
"39,787","5784","1","57848001","11039"
"39,788","5784","1","57848001","10382"
"39,788","174914","2","174914801","0"
"39,789","5784","1","57848001","10494"
"39,789","193193","2","193193801","325"
"39,790","5784","1","57848001","10255"
"39,790","154209","2","154209801","456"
"39,791","5432","1","54328001","0"
"39,791","5784","2","57848001","9877"
"39,791","158171","3","158171801","807"
"39,792","5784","1","57848001","10095"
"39,792","163649","2","163649801","458"
"39,794","5802","1","58020506","21670"
"39,794","5802","2","58028001","21670"
"39,794","113007","3","113007801","829"
"39,795","113007","1","113007801","705"
"39,795","267144","2","267144801","302"
"39,796","102377","1","102377801","811"
"39,796","174800","2","174800801","458"
"39,798","5432","1","54328001","650"
"39,798","212229","2","212229801","631"
"39,799","5432","1","54328001","722"
"39,799","169005","2","169005801","0"
"39,799","217465","3","217465801","356"
"39,800","148116","1","148116801","470"
"39,800","167676","2","167676801","299"
"39,801","5802","1","58028001","21827"
"39,801","118346","2","118346801","1042"
"39,802","5802","1","58028001","22016"
"39,802","148116","2","148116801","0"
"39,802","173580","3","173580801","232"
"39,804","5432","1","54328001","975"
"39,804","170671","2","170671801","0"
"39,805","164342","1","164342801","368"
"39,805","199532","2","199532801","526"
"39,806","5781","1","57818001","6104"
"39,806","164342","2","164342801","0"
"39,809","174800","1","174800801","1420"
"39,809","199888","2","199888801","106"
"39,810","5432","1","54328001","1402"
"39,810","101322","2","101322801","485"
"39,810","175201","3","175201801","0"
"39,812","5781","1","57818001","6454"
"39,812","125323","2","125323801","0"
"39,814","5781","1","57818001","6723"
"39,814","141461","2","141461801","0"
"39,816","127227","1","127227801","3186"
"39,816","147751","2","147751801","0"
"39,818","5432","1","54328001","1781"
"39,818","199888","2","199888801","0"
"39,819","5432","1","54328001","2359"
"39,819","206994","2","206994801","0"
"39,820","5432","1","54328001","2540"
"39,820","123913","2","123913801","424"
"39,821","119908","1","119908801","233"
"39,821","156559","2","156559801","1189"
"39,822","149761","1","149761801","847"
"39,822","156559","2","156559801","597"
"39,823","156559","1","156559801","454"
"39,823","176250","2","176250801","621"
"39,824","5530","1","55308001","1710"
"39,824","111857","2","111857801","2428"
"39,824","221621","3","221621801","0"
"39,825","5781","1","57818001","7400"
"39,825","175659","2","175659801","68"
"39,826","5781","1","57818001","7463"
"39,826","137932","2","137932801","0"
"39,828","175658","1","175658801","814"
"39,828","196890","2","196890801","639"
"39,829","175658","1","175658801","860"
"39,829","259197","2","259197801","0"
"39,831","5781","1","57818001","7714"
"39,831","141201","2","141201801","0"
"39,832","5802","1","58028001","23896"
"39,832","175658","2","175658801","65"
"39,833","149580","1","149580801","0"
"39,833","175643","2","175643801","3138"
"39,834","119908","1","119908801","1200"
"39,834","189742","2","189742801","464"
"39,836","200548","1","200548801","748"
"39,836","202116","2","202116801","0"
"39,838","119904","1","119904801","306"
"39,838","270312","2","270312801","0"
"39,839","107381","1","107381801","430"
"39,839","186313","2","186313801","106"
"39,840","107381","1","107381801","221"
"39,840","138910","2","138910801","0"
"39,841","5802","1","58028001","25393"
"39,841","169770","2","169770801","356"
"39,841","211197","3","211197801","0"
"39,843","5802","1","58028001","25258"
"39,843","104642","2","104642801","0"
"39,843","120760","3","120760801","139"
"39,844","5781","1","57818001","9635"
"39,844","5802","2","58028001","25800"
"39,844","152219","3","152219801","436"
"39,845","119904","1","119904801","1377"
"39,845","188247","2","188247801","1053"
"39,846","5781","1","57818001","9960"
"39,846","189928","2","189928801","220"
"39,846","222514","3","222514801","1314"
"39,847","5780","1","57808001","5534"
"39,848","5780","1","57808001","5507"
"39,848","152702","2","152702801","0"
"39,850","4991","1","49918001","21324"
"39,850","199689","2","199689801","238"
"39,851","5780","1","57808001","4904"
"39,851","226711","2","226711801","0"
"39,852","5780","1","57808001","3191"
"39,852","180895","2","180895801","0"
"39,853","5769","1","57698001","0"
"39,853","5780","2","57808001","3776"
"39,853","139069","3","139069801","0"
"39,854","5769","1","57698001","339"
"39,854","158941","2","158941801","278"
"39,855","5769","1","57698001","494"
"39,855","166797","2","166797801","217"
"39,856","5769","1","57698001","643"
