"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"32002028247 ","45553","9117"
"32002028255 ","45344","9059"
"32002028275 ","1323","8758"
"32002028582 ","50977","3096"
"32002028588 ","410","9023"
"32002028681 ","44601","8816"
"32002029011 ","45189","8775"
"32002029103 ","44484","8891"
"32002029241 ","44208","8856"
"32002029310 ","47537","8926"
"32002029623 ","44401","8926"
"32002029643 ","35662","8601"
"32002029871 ","37980","9012"
"32002029963 ","51917","105916"
"32002030011 ","45626","105645"
"32002030075 ","51354","105993"
"32002030314 ","38098","9032"
"32002030596 ","44201","8620"
"32002030621 ","846","106069"
"32002030645 ","37962","9010"
"32002030721 ","36019","9067"
"32002030754 ","53432","4298"
"32002030934 ","53432","4298"
"32002030977 ","44195","8863"
"32002031017 ","44516","8563"
"32002031346 ","43660","8527"
"32002031553 ","846","106069"
"32002031745 ","38608","8685"
"32002031816 ","47713","8658"
"32002031972 ","15202","3087"
"32002032208 ","38694","8690"
"32002032378 ","37859","9037"
"32002032574 ","37962","9010"
"32002033229 ","57395","106101"
"32002034463 ","51107","3150"
"32002034479 ","43053","8982"
"32002034482 ","37931","102350"
"32002034609 ","45597","100056"
"32002034639 ","47976","101366"
"32002034802 ","51625","4168"
"32002035115 ","47922","9104"
"32002035697 ","51624","4166"
"32002036125 ","57395","106101"
"32002036233 ","45413","9076"
"32002036318 ","48315","105059"
"32002036444 ","29491","9007"
"32002036507 ","51145","3172"
"32002036716 ","45430","9114"
"32002036795 ","29494","9014"
"32002036948 ","19365","4087"
"32002036968 ","37872","9098"
"32002037019 ","113041","8742"
"32002037356 ","1323","8758"
"32002037357 ","57401","9016"
"32002037487 ","37937","102351"
"32002037731 ","45133","9058"
"32002037900 ","37670","8726"
"32002038135 ","45509","100061"
"32002038229 ","44338","8661"
"32002038650 ","37894","9038"
"32002038731 ","51865","4090"
"32002038864 ","37531","8676"
"32002038951 ","51072","3133"
"32002039251 ","44241","8648"
"32002039300 ","45565","9051"
"32002039482 ","51884","4161"
"32002039582 ","37962","9010"
"32002039661 ","43666","102005"
"32002039723 ","43053","8982"
"32002039968 ","253512","9160"
"32002040226 ","44509","8746"
"32002040283 ","45344","9059"
"32002040291 ","36189","8739"
"32002040467 ","221459","8758"
"32002040654 ","37908","105057"
"32002040950 ","44220","8618"
"32002041053 ","51396","100590"
"32002041477 ","44220","8618"
"32002041893 ","37945","102352"
"32002042404 ","51538","104071"
"32002042451 ","45162","104115"
"32003000540 ","50848","3021"
"32003000650 ","29372","9209"
"32003000859 ","3","8722"
"32003000920 ","883","8959"
"32003001030 ","221381","8610"
"32003001638 ","45430","9114"
"32003002258 ","1323","8758"
"32003002322 ","57290","3153"
"32003002425 ","51864","4084"
"32003002554 ","36797","8602"
"32003002796 ","48174","104741"
"32003002904 ","221459","8758"
"32003003068 ","48173","8597"
"32003003084 ","1248","8753"
"32003003154 ","29395","8853"
"32003003436 ","29908","8608"
"32003003808 ","42506","104757"
"32003003823 ","35992","102956"
"32003004141 ","45413","9076"
"32003004482 ","51868","4097"
"32003004490 ","46803","8834"
"32003004638 ","45317","9024"
"32003004778 ","169814","100729"
"32003005160 ","44201","8620"
"32003005380 ","42506","104757"
"32003005468 ","48220","8930"
"32003005521 ","50959","3084"
"32003005634 ","49453","4300"
"32003006262 ","35936","9064"
"32003006290 ","51055","3124"
"32003006323 ","60593","4321"
"32003006803 ","37962","9010"
"32003006812 ","43706","8550"
"32003006982 ","51343","104058"
"32003007045 ","45572","100058"
"32003007214 ","48240","8645"
"32003007224 ","35646","8529"
"32003007234 ","44201","8620"
"32003007349 ","35769","4025"
"32003007363 ","42675","8972"
"32003007387 ","44858","1023"
"32003007605 ","38008","9178"
"32003007620 ","57357","103176"
"32003007839 ","40787","8984"
"32003007856 ","38761","8724"
"32003008182 ","45133","9058"
"32003008202 ","36049","9204"
"32003008699 ","45344","9059"
"32003008704 ","45344","9059"
"32003008707 ","29372","9209"
"32003008729 ","43674","8537"
"32003008877 ","1323","8758"
"32003008892 ","1323","8758"
"32003009498 ","46127","9204"
"32003009613 ","51865","4090"
"32003009678 ","46643","105891"
"32003009845 ","1248","8753"
"32003010056 ","48289","9149"
"32003010080 ","44242","8644"
"32003010113 ","48283","8897"
"32003010285 ","51622","103301"
"32003010287 ","58082","104817"
"32003011039 ","45344","9059"
"32003011617 ","43053","8982"
"32003011623 ","37980","9012"
"32003011637 ","19322","4016"
"32003011647 ","48302","101765"
"32003011650 ","38761","8724"
"32003011712 ","51417","4086"
"32003011727 ","45572","100058"
"32003011735 ","45460","9139"
"32003011840 ","35992","102956"
"32003011926 ","221629","8736"
"32003012163 ","51348","4021"
"32003012248 ","45430","9114"
"32003012363 ","36041","9156"
"32003012392 ","52562","2029"
"32003012574 ","53097","104356"
"32003012734 ","29395","8853"
"32003012892 ","883","8959"
"32003013098 ","51271","102980"
"32003013257 ","51855","4024"
"32003013483 ","10410","9005"
"32003013534 ","44245","8587"
"32003013571 ","883","8959"
"32003013708 ","37927","9036"
"32003013860 ","46777","9030"
"32003013919 ","29395","8853"
"32003014044 ","29372","9209"
"32003014454 ","51133","3157"
"32003014931 ","44195","8863"
"32003015233 ","44241","8648"
"32003015313 ","29491","9007"
"32003015375 ","1322","8744"
"32003015622 ","846","106069"
"32003015932 ","38099","9033"
"32003015983 ","45344","9059"
"32003016219 ","51055","3124"
"32003016273 ","35646","8529"
"32003016415 ","29372","9209"
"32003016444 ","43682","102007"
"32003016596 ","51503","102083"
"32003016799 ","50959","3084"
"32003016837 ","1248","8753"
"32003016846 ","48271","8718"
"32003016993 ","57408","9048"
"32003016993 ","57408","102169"
"32003017505 ","48356","8997"
"32003017679 ","46212","4331"
"32003017680 ","35960","8772"
"32003017743 ","252852","8753"
"32003017906 ","51624","4166"
"32003018283 ","44509","8746"
"32003018426 ","57290","3153"
"32003018435 ","50959","3084"
"32003018663 ","51868","4097"
"32003018667 ","1320","8736"
"32003018734 ","58102","104451"
"32003018737 ","43707","8548"
"32003018926 ","19575","4143"
"32003019106 ","36419","8780"
"32003019110 ","46544","8903"
"32003019133 ","45341","102169"
"32003019253 ","41344","102065"
"32003019500 ","1323","8758"
"32003019676 ","42085","8962"
"32003019967 ","47285","104756"
"32003020457 ","44208","8856"
"32003020687 ","49335","105397"
"32003020699 ","19446","4193"
"32003021067 ","45419","9087"
"32003021408 ","41244","8885"
"32003021495 ","129938","8739"
"32003021498 ","49331","4270"
"32003021670 ","1320","8736"
"32003021866 ","51917","105916"
"32003021882 ","51083","100170"
"32003021896 ","36019","9067"
"32003022058 ","52494","1024"
"32003022102 ","36189","8739"
"32003022373 ","37962","9010"
"32003022713 ","37962","9010"
"32003023273 ","1323","8758"
"32003023602 ","51917","105916"
"32003023796 ","38056","9026"
"32003023925 ","37894","9038"
"32003024434 ","43662","8536"
"32003024592 ","38009","9179"
"32003024614 ","44205","8627"
"32003024901 ","29375","9241"
"32003024905 ","37911","9160"
"32003025096 ","45554","9117"
"32003025139 ","1316","8715"
"32003025159 ","1323","8758"
"32003025375 ","15316","4335"
"32003025488 ","41003","8834"
"32003025623 ","45416","9087"
"32003025848 ","52537","1025"
"32003026061 ","11","9205"
"32003026068 ","48528","9169"
"32003026496 ","883","8959"
"32003026761 ","14454","100358"
"32003026763 ","37297","8969"
"32003026777 ","57306","4162"
"32003026953 ","51345","4019"
"32003027081 ","37962","9010"
"32003027092 ","51107","3150"
"32003027196 ","148327","8753"
"32003027553 ","29729","8987"
"32003027586 ","846","106069"
"32003027894 ","48564","103298"
"32003027925 ","38572","8805"
"32003028904 ","57357","103176"
"32003029369 ","57401","9016"
"32003029388 ","221437","8715"
"32003029552 ","50483","4190"
"32003029844 ","36768","101111"
"32003029853 ","36768","101111"
"32003030115 ","49342","105022"
"32003030137 ","49301","104344"
"32003030676 ","49226","2003"
"32003030732 ","43389","8939"
"32003030739 ","45763","8864"
"32003030758 ","44220","8618"
"32003030885 ","48621","9076"
"32003030908 ","1248","8753"
"32003030947 ","57290","3153"
"32003030970 ","48612","104327"
"32003031470 ","46062","100020"
"32003031491 ","40684","8960"
"32003031651 ","37911","9160"
"32003032334 ","221370","3155"
"32003032437 ","44858","1023"
"32003032456 ","19457","4214"
"32003032573 ","44208","8856"
"32003032653 ","37753","8679"
"32003032917 ","145819","101851"
"32003033101 ","40679","8954"
"32003033378 ","36189","8739"
"32003033396 ","35772","3176"
"32003033562 ","37905","101759"
"32003033787 ","37980","9012"
"32003034348 ","37894","9038"
"32003034389 ","48173","8597"
"32003034920 ","49319","100329"
"32003035026 ","49331","4270"
"32003035035 ","36768","101111"
"32003035196 ","38056","9026"
"32003035246 ","883","8959"
"32003035476 ","48684","8678"
"32003036012 ","47741","8778"
"32003036031 ","3139","8898"
"32003036282 ","49258","105716"
"32003036285 ","35769","4025"
"32003037202 ","59775","4177"
"32003037398 ","49226","2003"
"32003037505 ","36768","101111"
"32003037937 ","37793","9019"
"32003037952 ","38761","8724"
"32003038035 ","29395","8853"
"32003038116 ","38098","9032"
"32003038260 ","1248","8753"
"32003038321 ","41911","8921"
"32003039062 ","44853","4183"
"32003039267 ","38761","8724"
"32003039268 ","15268","4302"
"32003039459 ","35939","9057"
"32003039772 ","94","8643"
"32003040020 ","29492","104435"
"32003040051 ","37894","9038"
"32003040329 ","15202","3087"
"32003040490 ","42828","8978"
"32003040805 ","38556","8677"
"32003040832 ","49398","3131"
"32003040914 ","29832","9142"
"32003041034 ","44405","8663"
"32003041391 ","404","8658"
"32003041604 ","221983","8704"
"32003041821 ","49363","102116"
"32003041929 ","48778","8624"
"32003042105 ","36768","101111"
"32004000524 ","1136","8594"
"32004001228 ","29837","8716"
"32004001389 ","44858","1023"
"32004001411 ","53371","4153"
"32004002006 ","38008","9178"
"32004002124 ","44516","8563"
"32004002276 ","221459","8758"
"32004002662 ","1323","8758"
"32004002725 ","42642","8929"
"32004002917 ","29375","9241"
"32004002921 ","37164","8624"
"32004003128 ","37927","9036"
"32004003632 ","43053","8982"
"32004004008 ","29491","9007"
"32004004150 ","44853","4183"
"32004004271 ","846","106069"
"32004004689 ","44208","8856"
"32004004716 ","43699","8517"
"32004005093 ","1318","9017"
"32004005127 ","42432","104755"
"32004005639 ","43472","8943"
"32004005825 ","19","9229"
"32004005846 ","48880","101719"
"32004005985 ","30110","4082"
"32004006752 ","57357","103176"
"32004006808 ","38056","9026"
"32004006928 ","44858","1023"
"32004007080 ","44280","104794"
"32004007270 ","45357","9100"
"32004007393 ","48926","103128"
"32004007548 ","36869","8558"
"32004007648 ","45344","9059"
"32004007900 ","45011","103600"
"32004007923 ","45623","9093"
"32004008070 ","44205","8627"
"32004008095 ","37962","9010"
"32004008338 ","29729","8987"
"32004008487 ","45572","100058"
"32004008708 ","29375","9241"
"32004009090 ","48173","8597"
"32004009402 ","42440","104754"
"32004009669 ","46212","4331"
"32004009744 ","37962","9010"
"32004009850 ","45325","9126"
"32004009904 ","37962","9010"
"32004009974 ","29372","9209"
"32004010011 ","35973","104178"
"32004010041 ","37164","8624"
"32004010433 ","40790","8984"
"32004010727 ","40684","8960"
"32004010929 ","40679","8954"
"32004010974 ","221983","8704"
"32004011089 ","38572","8805"
"32004011204 ","48990","8598"
"32004011218 ","221437","8715"
"32004011312 ","57290","3153"
"32004011550 ","45763","8864"
"32004011990 ","49007","3022"
"32004012580 ","44208","8856"
"32004012862 ","29395","8853"
"32004013144 ","45508","100061"
"32004014056 ","49047","103525"
"32004014082 ","44632","4181"
"32004014086 ","49051","8890"
"32004014104 ","1320","8736"
"32004014196 ","57354","8693"
"32004014407 ","40857","8957"
"32004014407 ","40857","100282"
"32004014411 ","41003","8834"
"32004014622 ","37952","102346"
"32004015021 ","35939","9057"
"32004015366 ","37777","8681"
"32004015934 ","44195","8863"
"32004016019 ","44242","8644"
"32004016870 ","38056","9026"
"32004016895 ","44519","8746"
"32004017388 ","1316","8715"
"32004017508 ","40679","8954"
"32004017623 ","38604","8684"
"32004017892 ","38761","8724"
"32004018054 ","48621","9076"
"32004018236 ","221585","8588"
"32004018551 ","44208","8856"
"32004018554 ","44853","4183"
"32004018657 ","148925","102351"
"32004018894 ","37287","8678"
"32004018905 ","49145","105049"
"32004018933 ","43662","8536"
"32004019050 ","29491","9007"
"32004019113 ","49151","3102"
"32004019720 ","37753","8679"
"32004019768 ","37777","8681"
"32004019934 ","37753","8679"
"32004020430 ","57395","106101"
"32004020654 ","1344","9161"
"32004020659 ","1316","8715"
"32004021319 ","53229","105579"
"32004021444 ","45317","9024"
"32004021832 ","45554","9117"
"32004022294 ","1322","8744"
"32004022517 ","52494","1024"
"32004022733 ","45572","100058"
"32004022858 ","44208","8856"
"32004023179 ","35662","8601"
"32004023322 ","52489","103678"
"32004023414 ","44222","8628"
"32004023494 ","53274","8861"
"32004023728 ","53276","8832"
"32004024016 ","45998","8700"
"32004024047 ","51397","100590"
"32004024079 ","37962","9010"
"32004024223 ","221629","8736"
"32004024274 ","45460","9139"
"32004024472 ","1322","8744"
"32004024613 ","30110","4082"
"32004024964 ","51864","4084"
"32004025177 ","53320","103490"
"32004025224 ","45554","9117"
"32004025585 ","35705","8760"
"32004025713 ","44621","8911"
"32004026203 ","37894","9038"
"32004026445 ","45654","9030"
"32004026458 ","36419","8780"
"32004026540 ","883","8959"
"32004026804 ","221419","8694"
"32004027007 ","45574","100057"
"32004027099 ","38010","9018"
"32004027861 ","37911","9160"
"32004028264 ","37962","9010"
"32004028279 ","41244","8885"
"32004028306 ","41019","8844"
"32004028494 ","44195","8863"
"32004028540 ","1318","9017"
"32004028711 ","46312","9063"
"32004029378 ","42085","8962"
"32004029551 ","53542","8538"
"32004030174 ","52492","103630"
"32004030188 ","47489","102960"
"32004030193 ","53557","9166"
"32004030663 ","221459","8758"
"32004030809 ","44208","8856"
"32004031186 ","29364","9206"
"32004031311 ","50977","3096"
"32004031340 ","37753","8679"
"32004031479 ","36189","8739"
"32004031522 ","35981","100519"
"32004031538 ","1136","8594"
"32004031668 ","38098","9032"
"32004031816 ","53601","101849"
"32004032073 ","37952","102346"
"32004032191 ","51074","100169"
"32004032345 ","44195","8863"
"32004032356 ","53620","8586"
"32004032490 ","47741","8778"
"32004032568 ","221459","8758"
"32004032671 ","36189","8739"
"32004032961 ","221459","8758"
"32004033226 ","44205","8627"
"32004033372 ","883","8959"
"32004033481 ","47027","100499"
"32004033510 ","42432","104755"
"32004033896 ","29491","9007"
"32004034268 ","35736","102977"
"32004034278 ","47713","8658"
"32004034547 ","37297","8969"
"32004034826 ","57354","8693"
"32004036095 ","46777","9030"
"32004036344 ","45344","9059"
"32004036351 ","54123","1025"
"32004036408 ","37911","9160"
"32004036709 ","54138","8885"
"32004036974 ","46803","8834"
"32004037502 ","221379","8588"
"32004037538 ","1344","9161"
"32004037643 ","38761","8724"
"32004037847 ","44208","8856"
"32004037940 ","44513","8562"
"32004038319 ","54187","4318"
"32004038421 ","37297","8969"
"32004038525 ","45650","9020"
"32004038595 ","37894","9038"
"32004038778 ","221418","8689"
"32004038783 ","44195","8863"
"32004038806 ","54231","102754"
"32004038976 ","60593","4321"
"32004039150 ","11","9205"
"32004039302 ","37297","8969"
"32004039811 ","29491","9007"
"32004039815 ","35970","102237"
"32004040027 ","43707","8548"
"32004040663 ","48220","8930"
"32004040770 ","54291","100435"
"32004040973 ","40684","8960"
"32004041129 ","51918","102747"
"32004041455 ","38010","9018"
"32005000135 ","51375","103068"
"32005000143 ","45344","9059"
"32005000444 ","43901","8895"
"32005000617 ","37297","8969"
"32005000855 ","57354","8693"
"32005001032 ","51310","102981"
"32005001072 ","48289","9149"
"32005001249 ","54331","8933"
"32005001271 ","40859","8949"
"32005001522 ","57354","8693"
"32005001676 ","54357","101855"
"32005002013 ","38006","9181"
"32005002254 ","223225","8644"
"32005002817 ","44208","8856"
"32005003637 ","44239","8632"
"32005004036 ","46308","9020"
"32005004332 ","38056","9026"
"32005004339 ","54394","4182"
"32005004708 ","29372","9209"
"32005005056 ","37753","8679"
"32005005091 ","51107","3150"
"32005005247 ","38056","9026"
"32005005419 ","37908","105057"
"32005005736 ","29491","9007"
"32005006010 ","54437","9161"
"32005006013 ","44197","8593"
"32005006371 ","57290","3153"
"32005006384 ","45378","9062"
"32005006513 ","52494","1024"
"32005006854 ","45416","9087"
"32005008059 ","43774","8910"
"32005008248 ","37911","9160"
"32005008255 ","45553","9117"
"32005008256 ","45154","9088"
"32005008264 ","44242","8644"
"32005008268 ","54606","100169"
"32005008282 ","40790","8984"
"32005008283 ","44242","8644"
"32005008414 ","45461","9142"
"32005008438 ","43809","8951"
"32005008679 ","57408","9048"
"32005008679 ","57408","102169"
"32005008681 ","37911","9160"
"32005008875 ","44525","8506"
"32005009374 ","30110","4082"
"32005009559 ","40978","8832"
"32005009744 ","167","8669"
"32005009807 ","49051","8890"
"32005010115 ","36419","8780"
"32005010131 ","45344","9059"
"32005010136 ","38056","9026"
"32005010567 ","44993","3129"
"32005010658 ","46127","9204"
"32005010714 ","54537","102236"
"32005010778 ","42085","8962"
"32005011076 ","54712","101519"
"32005011233 ","43053","8982"
"32005011278 ","29372","9209"
"32005011692 ","54563","100147"
"32005012069 ","44205","8627"
"32005012450 ","43053","8982"
"32005012650 ","883","8959"
"32005012659 ","59756","4174"
"32005012810 ","317","8599"
"32005012811 ","37894","9038"
"32005013758 ","29908","8608"
"32005013759 ","38556","8677"
"32005013808 ","54611","4007"
"32005014230 ","15202","3087"
"32005014257 ","44205","8627"
"32005014390 ","51496","4144"
"32005014412 ","40679","8954"
"32005014415 ","44242","8644"
"32005014421 ","132843","9059"
"32005014593 ","197546","9005"
"32005015195 ","44222","8628"
"32005015345 ","38006","9181"
"32005015394 ","29395","8853"
"32005015421 ","52515","104355"
"32005015436 ","221448","8744"
"32005015468 ","29491","9007"
"32005015548 ","25274","105034"
"32005015600 ","38608","8685"
"32005015709 ","19446","4193"
"32005015730 ","40679","8954"
"32005015732 ","1231","100784"
"32005015899 ","37894","9038"
"32005015902 ","37962","9010"
"32005016112 ","221437","8715"
"32005016437 ","36663","8671"
"32005016617 ","45357","9100"
"32005017155 ","44201","8620"
"32005017341 ","35646","8529"
"32005017545 ","44205","8627"
"32005017779 ","42085","8962"
"32005017786 ","51310","102981"
"32005017973 ","29372","9209"
"32005017996 ","45344","9059"
"32005018576 ","35662","8601"
"32005018652 ","1318","9017"
"32005018789 ","221459","8758"
"32005018796 ","44195","8863"
"32005019078 ","221629","8736"
"32005019114 ","42675","8972"
"32005019621 ","54763","9022"
"32005019623 ","29365","9206"
"32005020093 ","37894","9038"
"32005020125 ","41244","8885"
"32005020144 ","54777","104913"
"32005020311 ","42672","8976"
"32005020324 ","37164","8624"
"32005020332 ","44222","8628"
"32005020568 ","54798","8982"
"32005020599 ","36419","8780"
"32005020796 ","35800","3135"
"32005020799 ","48528","9169"
"32005020810 ","35772","3176"
"32005021247 ","46308","9020"
"32005022028 ","45554","9117"
"32005022073 ","37962","9010"
"32005022078 ","54837","3150"
"32005022402 ","37894","9038"
"32005022734 ","29796","8903"
"32005023051 ","51244","3001"
"32005023233 ","38823","101584"
"32005023403 ","1248","8753"
"32005023455 ","45281","9061"
"32005024063 ","44208","8856"
"32005024256 ","221983","8704"
"32005024272 ","94","8643"
"32005024526 ","54893","105992"
"32005025646 ","44242","8644"
"32005025888 ","45230","9054"
"32005026041 ","54936","101473"
"32005026122 ","38056","9026"
"32005026224 ","44205","8627"
"32005027644 ","54712","101519"
"32005027752 ","1316","8715"
"32005028231 ","29729","8987"
"32005028328 ","221437","8715"
"32005028423 ","37927","9036"
"32005028462 ","29491","9007"
"32005028622 ","35705","8760"
"32005028846 ","50977","3096"
"32005029030 ","36083","9213"
"32005029065 ","44222","8628"
"32005029129 ","1248","8753"
"32005029260 ","37908","105057"
"32005029365 ","54138","8885"
"32005029548 ","51141","3165"
"32005030050 ","1248","8753"
"32005030059 ","36663","8671"
"32005030070 ","1203","8510"
"32005030215 ","44245","8587"
"32005030361 ","36419","8780"
"32005030560 ","29395","8853"
"32005030610 ","55053","3109"
"32005031149 ","48289","9149"
"32005031193 ","44239","8632"
"32005031552 ","37777","8681"
"32005031574 ","51071","3134"
"32005031755 ","1323","8758"
"32005032405 ","54437","9161"
"32005032571 ","49363","102116"
"32005033047 ","55098","103591"
"32005033350 ","38556","8677"
"32005033456 ","15312","4326"
"32005033909 ","44242","8644"
"32005034923 ","45553","9117"
"32005034962 ","221459","8758"
"32005035465 ","37764","8674"
"32005035563 ","19446","4193"
"32005035589 ","40679","8954"
"32005035697 ","30025","4022"
"32005035915 ","38556","8677"
"32005035927 ","35438","8799"
"32005036042 ","55154","4101"
"32005036044 ","57943","4287"
"32005036345 ","44401","8926"
"32005036564 ","37908","105057"
"32005036607 ","55182","102960"
"32005036668 ","44208","8856"
"32005036926 ","44205","8627"
"32005037147 ","44195","8863"
"32005038314 ","38098","9032"
"32005038319 ","15316","4335"
"32005038527 ","50959","3084"
"32005038550 ","29797","8906"
"32005038711 ","55198","103600"
"32005038918 ","25798","1014"
"32005039067 ","317","8599"
"32005039665 ","37894","9038"
"32005039771 ","55321","4018"
"32005039847 ","51723","104668"
"32005040427 ","38604","8684"
"32005040447 ","44195","8863"
"32005040535 ","51345","4019"
"32005040574 ","45373","9041"
"32005040771 ","43044","8980"
"32005040890 ","53097","104356"
"32005041019 ","55245","3094"
"32005041270 ","44195","8863"
"32005041360 ","51143","3173"
"32005042157 ","38515","8673"
"32005042537 ","1311","8694"
"32005042674 ","55280","9008"
"32005042749 ","52537","1025"
"32005042888 ","54138","8885"
"42000002613 ","35465","5322"
"42000002758 ","38477","5048"
"42000002765 ","40909","5594"
"42000002880 ","38313","5102"
"42000002961 ","11762","5081"
"42000003210 ","45863","5931"
"42000003363 ","40817","5453"
"42000003411 ","795","6010"
"42000003467 ","45877","9047"
"42000003740 ","40744","5548"
"42000003745 ","35465","5322"
"42000003758 ","42577","105834"
"42000004100 ","40696","5592"
"42000004173 ","39298","5389"
"42000004396 ","39504","5334"
"42000004678 ","795","6010"
"42000004681 ","40520","5523"
"42000004887 ","45878","101439"
"42000004897 ","40894","5517"
"42000004900 ","45879","5938"
"42000004967 ","221998","104120"
"42000004990 ","45785","5456"
"42000005102 ","32079","106094"
"42000005104 ","41784","5928"
"42000005630 ","41977","5819"
"42000005729 ","40772","5679"
"42000005744 ","39456","5331"
"42000005745 ","612","5538"
"42000005800 ","793","1000"
"42000005800 ","793","6086"
"42000005814 ","39062","5256"
"42000005825 ","612","5538"
"42000006302 ","50920","3042"
"42000006332 ","127752","5320"
"42000006513 ","35567","5731"
"42000006519 ","45913","100442"
"42000006951 ","45842","9109"
"42000007239 ","45912","8761"
"42000007381 ","41953","5795"
"42000007612 ","45937","5292"
"42000007699 ","40910","5624"
"42000007741 ","535","5273"
"42000007804 ","40800","103007"
"42000007810 ","32079","106094"
"42000007811 ","45939","6001"
"42000007828 ","40783","5621"
"42000007833 ","32079","106094"
"42000007841 ","45168","5118"
"42000007846 ","35532","5593"
"42000007867 ","45941","5778"
"42000007892 ","10750","6043"
"42000007896 ","41910","5791"
"42000007997 ","45942","5320"
"42000008018 ","38482","5050"
"42000008264 ","53786","4227"
"42000008393 ","39468","5158"
"42000008440 ","39270","5265"
"42000008643 ","38474","5047"
"42000008832 ","29551","106070"
"42000008860 ","45984","103422"
"42000008887 ","45954","5186"
"42000008888 ","44636","8979"
"42000008898 ","35428","5073"
"42000008984 ","40841","5588"
"42000009266 ","168339","105710"
"42000009280 ","40789","5565"
"42000009290 ","45959","103332"
"42000009567 ","65993","5311"
"42000009604 ","40937","103801"
"42000009607 ","39747","5141"
"42000009872 ","39748","5146"
"42000010019 ","787","6139"
"42000010021 ","39539","5236"
"42000010776 ","41017","5489"
"42000010995 ","39706","5184"
"42000011181 ","40926","5585"
"42000011248 ","536","5263"
"42000011253 ","41848","5974"
"42000011422 ","46032","5034"
"42000011481 ","46022","101604"
"42000011483 ","41804","5892"
"42000011730 ","39759","5199"
"42000011755 ","39110","5274"
"42000011756 ","42659","6106"
"42000011761 ","39052","104069"
"42000011768 ","41693","5861"
"42000011848 ","50838","3015"
"42000012136 ","612","5538"
"42000012152 ","42659","6106"
"42000012166 ","53787","5816"
"42000012173 ","32692","6010"
"42000012367 ","38993","5200"
"42000012717 ","44660","8820"
"42000012723 ","46035","5086"
"42000012730 ","29538","5365"
"42000012735 ","41558","5826"
"42000012752 ","40914","5669"
"42000012865 ","221819","3033"
"42000013433 ","41910","5791"
"42000013435 ","41963","101891"
"42000013825 ","39544","5316"
"42000013853 ","39578","5306"
"42000013983 ","41542","5969"
"42000014078 ","38468","5044"
"42000014095 ","38314","5098"
"42000014254 ","41936","5772"
"42000014258 ","40841","5588"
"42000014784 ","36104","5020"
"42000014975 ","39687","101439"
"42000015222 ","40926","5585"
"42000015238 ","46102","8848"
"42000015515 ","40841","5588"
"42000015698 ","51787","4239"
"42000015706 ","46103","5035"
"42000015852 ","40817","5453"
"42000015876 ","29573","5329"
"42000015938 ","44743","8865"
"42000015947 ","39788","5170"
"42000015985 ","40894","5517"
"42000016222 ","41977","5819"
"42000016230 ","36357","5105"
"42000016235 ","29566","5350"
"42000016441 ","46129","5522"
"42000016582 ","36692","5964"
"42000016584 ","41039","5667"
"42000016616 ","39771","5387"
"42000016668 ","46125","5247"
"42000016687 ","41712","5972"
"42000016716 ","189029","3033"
"42000016750 ","46123","103500"
"42000016810 ","40918","5536"
"42000016875 ","46126","5534"
"42000016971 ","35431","1016"
"42000017069 ","713","5957"
"42000017072 ","36345","5082"
"42000017126 ","38846","104635"
"42000017227 ","41770","5998"
"42000017256 ","42459","6183"
"42000017414 ","36640","5602"
"42000017428 ","39342","5394"
"42000017862 ","41965","5792"
"42000017973 ","793","1000"
"42000017973 ","793","6086"
"42000017985 ","795","6010"
"42000018305 ","38314","5098"
"42000018537 ","40831","5581"
"42000018547 ","41936","5772"
"42000018624 ","51146","104812"
"42000018648 ","41713","5715"
"42000018696 ","38117","103807"
"42000018832 ","38377","5114"
"42000019009 ","38938","5362"
"42000019032 ","46170","102369"
"42000019041 ","706","5902"
"42000019121 ","38254","5099"
"42000019155 ","41933","5759"
"42000019698 ","40925","5580"
"42000019858 ","29879","103331"
"42000019866 ","40817","5453"
"42000019906 ","41953","5795"
"42000020345 ","39252","5216"
"42000020439 ","30002","6047"
"42000020444 ","57530","5678"
"42000020569 ","41734","5872"
"42000020585 ","41713","5715"
"42000020761 ","40628","5689"
"42000021013 ","40724","5402"
"42000021016 ","38992","5390"
"42000021133 ","51775","105710"
"42000021226 ","38474","5047"
"42000021229 ","612","5538"
"42000021251 ","46049","5232"
"42000021510 ","35431","1016"
"42000021588 ","44637","8979"
"42000021591 ","40812","5676"
"42000021845 ","40500","5518"
"42000021856 ","41991","5934"
"42000022092 ","40724","5402"
"42000022183 ","84","5272"
"42000022369 ","41977","5819"
"42000022377 ","84","5272"
"42000022388 ","42535","6041"
"42000022593 ","40622","5542"
"42000022636 ","44701","105788"
"42000022665 ","39557","5303"
"42000023026 ","49524","3257"
"42000023148 ","41941","5696"
"42000023244 ","478","5254"
"42000023305 ","11083","5703"
"42000023373 ","39386","5237"
"42000023608 ","329","5267"
"42000023628 ","41734","5872"
"42000023636 ","40782","5621"
"42000023798 ","41921","5745"
"42000023911 ","46255","5123"
"42000023972 ","39191","5166"
"42000023993 ","44777","104475"
"42000023999 ","39528","5326"
"42000023999 ","39528","106090"
"42000024387 ","46264","5300"
"42000024400 ","29556","103331"
"42000024408 ","40910","5624"
"42000024420 ","46103","5035"
"42000024452 ","46278","5884"
"42000024470 ","44658","8820"
"42000024530 ","713","5957"
"42000024556 ","40576","5599"
"42000024609 ","51214","102103"
"42000024692 ","57284","3099"
