"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"12003039709 ","45641","9164"
"12003039765 ","29877","6511"
"12003039780 ","42200","6180"
"12003039807 ","57542","5771"
"12003039807 ","57542","104334"
"12003039888 ","42123","101320"
"12003039956 ","41224","5968"
"12003040093 ","37600","9505"
"12003040454 ","41386","5905"
"12003040461 ","35342","9231"
"12003040644 ","146454","9295"
"12003041016 ","11171","9243"
"12003041488 ","42081","102946"
"12003041635 ","35546","5754"
"12003041635 ","35546","101261"
"12003041647 ","29464","9498"
"12003041656 ","57918","5726"
"12003041795 ","36230","9314"
"12003041811 ","40149","103614"
"12003041969 ","41236","102692"
"12003042295 ","78","9390"
"12004000005 ","40093","9514"
"12004000227 ","36261","9315"
"12004000242 ","37590","9484"
"12004000382 ","37888","9195"
"12004000409 ","40259","5470"
"12004000410 ","47157","101752"
"12004000422 ","37616","106082"
"12004000804 ","29375","9241"
"12004000829 ","42746","6207"
"12004001216 ","36220","9200"
"12004001283 ","48838","105748"
"12004001292 ","57544","100891"
"12004001300 ","37452","100635"
"12004001301 ","36587","104543"
"12004001509 ","48805","100576"
"12004001521 ","48194","6262"
"12004001605 ","37295","9341"
"12004001647 ","42059","104664"
"12004001854 ","29396","9329"
"12004002851 ","37703","5525"
"12004002966 ","587","5653"
"12004002970 ","42746","6207"
"12004003235 ","33879","1002"
"12004003725 ","36123","105642"
"12004003743 ","36287","9316"
"12004003905 ","66274","104098"
"12004003923 ","37597","9494"
"12004004049 ","35304","9276"
"12004004109 ","36210","9279"
"12004004153 ","42321","6068"
"12004004341 ","40189","5568"
"12004004797 ","37683","5439"
"12004004821 ","48870","5936"
"12004004842 ","35387","9426"
"12004004954 ","41406","105931"
"12004004998 ","36798","9447"
"12004005179 ","22","9260"
"12004005242 ","29893","1001"
"12004005409 ","22","9260"
"12004005423 ","36946","102590"
"12004005425 ","37756","5437"
"12004005666 ","840","6411"
"12004005712 ","35304","9276"
"12004005748 ","29387","9395"
"12004005948 ","70600","6343"
"12004006007 ","48893","6165"
"12004006066 ","755","6049"
"12004006215 ","169","9305"
"12004006223 ","36291","9323"
"12004006224 ","36206","9245"
"12004006281 ","47248","1001"
"12004006281 ","47248","9285"
"12004006287 ","29386","9210"
"12004006367 ","40357","106095"
"12004006407 ","169","9305"
"12004006447 ","40106","9531"
"12004006568 ","36886","103633"
"12004006718 ","42851","6366"
"12004006723 ","45952","9274"
"12004006730 ","42701","6315"
"12004006762 ","42057","104664"
"12004006903 ","37788","5457"
"12004006961 ","37321","9379"
"12004007162 ","147233","5949"
"12004007164 ","372","9458"
"12004007481 ","37302","9365"
"12004007520 ","29388","1006"
"12004007714 ","45642","9183"
"12004007839 ","37788","5457"
"12004008230 ","29396","9329"
"12004008333 ","29454","9460"
"12004008404 ","48940","5528"
"12004008407 ","119","9473"
"12004008420 ","36261","9315"
"12004008428 ","42146","6172"
"12004008602 ","91659","5490"
"12004008702 ","37838","9193"
"12004009035 ","37583","9452"
"12004009069 ","40357","106095"
"12004009331 ","35304","9276"
"12004009503 ","169","9305"
"12004009788 ","37769","102123"
"12004009930 ","29454","9460"
"12004009934 ","37691","100905"
"12004010006 ","10381","1002"
"12004010032 ","35408","9510"
"12004010129 ","10381","1002"
"12004010179 ","156","9404"
"12004010296 ","42316","6042"
"12004010302 ","36257","6245"
"12004010397 ","14900","1002"
"12004010822 ","37600","9505"
"12004010843 ","29464","9498"
"12004011142 ","42852","6387"
"12004011432 ","42815","6381"
"12004011453 ","36221","9233"
"12004011664 ","35384","9352"
"12004011672 ","14984","1002"
"12004011683 ","29396","9329"
"12004011714 ","29390","104777"
"12004011876 ","35408","9510"
"12004012069 ","91659","5490"
"12004012281 ","35387","9426"
"12004012287 ","46100","6051"
"12004012564 ","163","9195"
"12004012636 ","37587","9463"
"12004012712 ","37624","106078"
"12004012809 ","48012","102958"
"12004012810 ","46375","9383"
"12004012954 ","46099","5613"
"12004013291 ","37788","5457"
"12004013390 ","382","5498"
"12004013511 ","36210","9279"
"12004013640 ","37583","9452"
"12004013891 ","41198","5834"
"12004014263 ","29591","9544"
"12004014465 ","40093","9514"
"12004014529 ","38009","9179"
"12004014604 ","47919","1001"
"12004014653 ","36221","9233"
"12004015056 ","124704","9375"
"12004015255 ","596","103566"
"12004015262 ","49095","5661"
"12004015343 ","78","9390"
"12004015491 ","41387","5900"
"12004015534 ","15057","9267"
"12004015696 ","694","5721"
"12004015700 ","33879","1002"
"12004015704 ","35408","9510"
"12004015711 ","587","5653"
"12004015733 ","10381","1002"
"12004015845 ","46819","9477"
"12004015942 ","37916","9186"
"12004015992 ","587","5653"
"12004016000 ","29386","9210"
"12004016044 ","37633","106079"
"12004016192 ","36946","102590"
"12004016195 ","35350","105479"
"12004016291 ","49110","9555"
"12004016356 ","41191","102041"
"12004016629 ","83","9299"
"12004016671 ","37143","9418"
"12004016802 ","10381","1002"
"12004016807 ","42197","6153"
"12004016962 ","37788","5457"
"12004017019 ","36206","9245"
"12004017149 ","37693","100906"
"12004017484 ","36207","9253"
"12004017582 ","37264","9374"
"12004017587 ","40317","5484"
"12004017590 ","35546","5754"
"12004017590 ","35546","101261"
"12004017591 ","29454","9460"
"12004017744 ","35350","105479"
"12004017793 ","148998","9427"
"12004017840 ","37590","9484"
"12004018097 ","46242","100103"
"12004018101 ","36858","9413"
"12004018118 ","29922","9194"
"12004018511 ","10381","1002"
"12004018675 ","42750","6234"
"12004018799 ","36123","105642"
"12004018833 ","42043","6051"
"12004019048 ","29877","6511"
"12004019054 ","42746","6207"
"12004019092 ","36210","9279"
"12004019188 ","599","5491"
"12004019322 ","53177","102510"
"12004019340 ","29396","9329"
"12004019551 ","14984","1002"
"12004019558 ","49162","9547"
"12004019574 ","42740","100931"
"12004019590 ","35342","9231"
"12004019595 ","36693","9262"
"12004019710 ","37624","106078"
"12004019730 ","37264","9374"
"12004019907 ","243","9389"
"12004019912 ","37143","9418"
"12004019942 ","47484","6488"
"12004019945 ","36152","106118"
"12004020066 ","35572","6009"
"12004020107 ","29416","9375"
"12004020218 ","36210","9279"
"12004020248 ","29386","9210"
"12004020423 ","53184","1001"
"12004020423 ","53184","9291"
"12004020550 ","36997","103646"
"12004020794 ","36206","9245"
"12004020876 ","29390","104777"
"12004020878 ","29425","9391"
"12004020942 ","29390","104777"
"12004020973 ","29474","5441"
"12004021036 ","35838","105419"
"12004021457 ","53209","9329"
"12004021520 ","22","9260"
"12004021665 ","36210","9279"
"12004021720 ","29386","9210"
"12004021806 ","36261","9315"
"12004021898 ","35342","9231"
"12004021956 ","37838","9193"
"12004022063 ","53216","9400"
"12004022335 ","42744","6221"
"12004022348 ","596","103566"
"12004022381 ","42146","6172"
"12004022492 ","33879","1002"
"12004022697 ","42229","6142"
"12004022819 ","29465","9495"
"12004022841 ","36230","9314"
"12004022899 ","53266","9258"
"12004022901 ","41406","105931"
"12004022916 ","673","5849"
"12004023095 ","47002","101752"
"12004023145 ","66274","104098"
"12004023260 ","47029","9370"
"12004023457 ","29893","1001"
"12004023472 ","53686","9356"
"12004023628 ","36858","9413"
"12004023748 ","41350","6003"
"12004023930 ","35546","5754"
"12004023930 ","35546","101261"
"12004024165 ","53327","9545"
"12004024179 ","119","9473"
"12004024375 ","45642","9183"
"12004024400 ","264","9439"
"12004024674 ","243","9389"
"12004024802 ","35387","9426"
"12004024829 ","37136","9414"
"12004024993 ","42740","100931"
"12004025052 ","29700","6404"
"12004025159 ","45952","9274"
"12004025315 ","48563","5732"
"12004025359 ","37587","9463"
"12004025378 ","42744","6221"
"12004025437 ","57539","5760"
"12004025463 ","37592","9490"
"12004025474 ","57918","5726"
"12004025637 ","45825","100829"
"12004025762 ","37302","9365"
"12004025768 ","48501","5783"
"12004025796 ","85","1005"
"12004025842 ","29425","9391"
"12004026005 ","70548","6330"
"12004026165 ","45938","9328"
"12004026182 ","37833","9173"
"12004026351 ","372","9458"
"12004026500 ","36287","9316"
"12004026506 ","29387","9395"
"12004026519 ","37583","9452"
"12004026689 ","36982","9440"
"12004026865 ","36398","101547"
"12004027144 ","33879","1002"
"12004027623 ","36221","9233"
"12004027780 ","36858","9413"
"12004028189 ","36123","105642"
"12004028256 ","830","6238"
"12004028257 ","35546","5754"
"12004028257 ","35546","101261"
"12004028265 ","42811","6241"
"12004028266 ","42746","6207"
"12004028268 ","57539","5760"
"12004028416 ","37597","9494"
"12004028463 ","29416","9375"
"12004028517 ","57918","5726"
"12004028627 ","37572","102300"
"12004028771 ","57544","100891"
"12004028887 ","35342","9231"
"12004029076 ","38009","9179"
"12004029096 ","323","104099"
"12004029103 ","42746","6207"
"12004029104 ","40091","9515"
"12004029244 ","42197","6153"
"12004029285 ","37613","106080"
"12004029311 ","12930","9559"
"12004029575 ","36221","9233"
"12004029615 ","33879","1002"
"12004029620 ","47276","5835"
"12004029905 ","47714","9543"
"12004029932 ","37788","5457"
"12004030118 ","53539","104761"
"12004030127 ","36287","9316"
"12004030210 ","35408","9510"
"12004030437 ","29390","104777"
"12004030708 ","673","5849"
"12004030736 ","36817","6039"
"12004030822 ","188281","9415"
"12004031246 ","29386","9210"
"12004031253 ","36261","9315"
"12004031377 ","12930","9559"
"12004031424 ","46819","9477"
"12004031435 ","323","104099"
"12004031576 ","29893","1001"
"12004031690 ","35330","6434"
"12004031832 ","47029","9370"
"12004031875 ","29425","9391"
"12004031970 ","47919","1001"
"12004032167 ","40238","5465"
"12004032301 ","29396","9329"
"12004032484 ","41231","102691"
"12004032719 ","40238","5465"
"12004032854 ","29464","9498"
"12004033046 ","45938","9328"
"12004033050 ","57709","9390"
"12004033110 ","57585","6103"
"12004033291 ","36221","9233"
"12004033323 ","66274","104098"
"12004033705 ","29592","9519"
"12004033768 ","46519","5510"
"12004033847 ","41152","103439"
"12004033975 ","41118","9556"
"12004034147 ","41406","105931"
"12004034491 ","323","104099"
"12004034807 ","29425","9391"
"12004034808 ","83","9299"
"12004035090 ","29454","9460"
"12004035115 ","42197","6153"
"12004035136 ","29386","9210"
"12004035137 ","192931","6179"
"12004035256 ","10381","1002"
"12004035298 ","192177","106078"
"12004035428 ","46616","9362"
"12004035434 ","391","5520"
"12004035461 ","41155","102285"
"12004035472 ","36232","9313"
"12004035527 ","57539","5760"
"12004036141 ","10381","1002"
"12004036188 ","57472","9401"
"12004036207 ","41453","5880"
"12004036214 ","35330","6434"
"12004036263 ","45974","5566"
"12004036267 ","35411","106081"
"12004036354 ","43242","6488"
"12004036505 ","37583","9452"
"12004036506 ","22","9260"
"12004036538 ","36232","9313"
"12004036861 ","35578","6196"
"12004036901 ","36932","9400"
"12004037154 ","54142","6408"
"12004037255 ","57521","5623"
"12004037307 ","36983","9445"
"12004037579 ","41452","5880"
"12004037585 ","14250","5488"
"12004037587 ","29474","5441"
"12004037608 ","10381","1002"
"12004037735 ","22","9260"
"12004037742 ","91659","5490"
"12004037746 ","70548","6330"
"12004037790 ","35408","9510"
"12004037992 ","323","104099"
"12004038033 ","36210","9279"
"12004038113 ","37597","9494"
"12004038222 ","41350","6003"
"12004038231 ","37624","106078"
"12004038232 ","35304","9276"
"12004038275 ","37321","9379"
"12004038281 ","70558","6333"
"12004038305 ","54191","9407"
"12004038576 ","36221","9233"
"12004038624 ","42746","6207"
"12004038736 ","54225","105382"
"12004038896 ","40035","9465"
"12004039226 ","40177","5613"
"12004039393 ","40240","5541"
"12004039550 ","40108","9532"
"12004039573 ","53184","1001"
"12004039573 ","53184","9291"
"12004039778 ","83","9299"
"12004039862 ","371","9470"
"12004039888 ","119","9473"
"12004039913 ","35304","9276"
"12004040394 ","54258","5693"
"12004040397 ","36976","101858"
"12004040464 ","85","1005"
"12004040578 ","47183","9343"
"12004040580 ","54277","102869"
"12004040724 ","36556","104544"
"12004040900 ","29465","9495"
"12004040942 ","54280","9406"
"12004040952 ","36986","101777"
"12004041009 ","40075","102167"
"12004041064 ","119","9473"
"12004041087 ","193896","102123"
"12004041276 ","36529","6314"
"12004041382 ","42791","6316"
"12004041384 ","37693","100906"
"12004041387 ","35387","9426"
"12004041392 ","29592","9519"
"12005000006 ","35308","1001"
"12005000006 ","35308","9286"
"12005000024 ","42746","6207"
"12005000039 ","42146","6172"
"12005000409 ","54312","6534"
"12005000422 ","29470","5433"
"12005000435 ","119","9473"
"12005000523 ","42744","6221"
"12005000764 ","673","5849"
"12005001029 ","54325","5595"
"12005001187 ","36565","104546"
"12005001395 ","29388","1006"
"12005001401 ","10381","1002"
"12005001416 ","54329","6405"
"12005001490 ","57585","6103"
"12005001519 ","36788","102487"
"12005001586 ","36123","105642"
"12005001598 ","19","9229"
"12005001771 ","47919","1001"
"12005001824 ","42181","6138"
"12005001959 ","29388","1006"
"12005001979 ","36610","106114"
"12005002151 ","36983","9445"
"12005002314 ","36997","103646"
"12005002315 ","33879","1002"
"12005002322 ","46519","5510"
"12005002334 ","37250","9339"
"12005002338 ","36221","9233"
"12005002347 ","11171","9243"
"12005002740 ","10381","1002"
"12005002892 ","29702","6286"
"12005003044 ","36932","9400"
"12005003049 ","29387","9395"
"12005003184 ","36565","104546"
"12005003194 ","169","9305"
"12005003360 ","29890","9223"
"12005003442 ","78","9390"
"12005003448 ","36287","9316"
"12005003453 ","36997","103646"
"12005003476 ","46562","101777"
"12005003481 ","40329","5637"
"12005003563 ","29893","1001"
"12005003592 ","37833","9173"
"12005003610 ","45642","9183"
"12005003774 ","35407","9499"
"12005003789 ","29386","9210"
"12005003793 ","29396","9329"
"12005003826 ","29464","9498"
"12005003834 ","53216","9400"
"12005003884 ","119","9473"
"12005004097 ","37683","5439"
"12005004206 ","35408","9510"
"12005004220 ","41363","5891"
"12005004415 ","22","9260"
"12005004634 ","54399","5567"
"12005004655 ","587","5653"
"12005004712 ","12930","9559"
"12005004838 ","37002","9389"
"12005004993 ","36123","105642"
"12005005001 ","37702","5528"
"12005005149 ","36997","103646"
"12005005550 ","37590","9484"
"12005005576 ","29425","9391"
"12005005583 ","22","9260"
"12005005710 ","29375","9241"
"12005005913 ","195208","6032"
"12005006473 ","35408","9510"
"12005006483 ","37572","102300"
"12005006808 ","38009","9179"
"12005006959 ","54453","9413"
"12005007059 ","40110","102496"
"12005007091 ","46284","106082"
"12005007167 ","54517","103641"
"12005007293 ","37590","9484"
"12005007463 ","47714","9543"
"12005007528 ","37590","9484"
"12005007910 ","37546","103889"
"12005007936 ","40317","5484"
"12005008138 ","36232","9313"
"12005008386 ","37585","9474"
"12005008389 ","323","104099"
"12005008415 ","40093","9514"
"12005008516 ","47013","5822"
"12005008668 ","10381","1002"
"12005008794 ","54498","100291"
"12005008868 ","369","9479"
"12005009034 ","37788","5457"
"12005009054 ","40189","5568"
"12005009067 ","673","5849"
"12005009269 ","35726","5487"
"12005009270 ","54521","5725"
"12005009272 ","37057","9350"
"12005009348 ","197337","101865"
"12005009525 ","599","5491"
"12005009633 ","54509","9289"
"12005009683 ","35408","9510"
"12005009936 ","35368","100860"
"12005009965 ","42863","6294"
"12005009982 ","36208","9264"
"12005009991 ","29893","1001"
"12005010471 ","37694","100906"
"12005010476 ","37585","9474"
"12005010478 ","37590","9484"
"12005010620 ","195888","9350"
"12005010664 ","42815","6381"
"12005010672 ","40110","102496"
"12005010723 ","33879","1002"
"12005010727 ","37597","9494"
"12005011020 ","42816","6384"
"12005011141 ","54545","9437"
"12005011141 ","54545","106071"
"12005011343 ","46942","6006"
"12005011402 ","10381","1002"
"12005011406 ","36222","9242"
"12005011408 ","36208","9264"
"12005011579 ","42850","6382"
"12005011603 ","37788","5457"
"12005011822 ","35838","105419"
"12005012176 ","37590","9484"
"12005012199 ","35330","6434"
"12005012354 ","41406","105931"
"12005012371 ","29464","9498"
"12005012380 ","169","9305"
"12005012385 ","372","9458"
"12005012390 ","40329","5637"
"12005012517 ","36230","9314"
"12005012568 ","35341","106066"
"12005012583 ","362","6340"
"12005012961 ","37173","9427"
"12005013007 ","40093","9514"
"12005013017 ","57538","5762"
"12005013017 ","57538","100943"
"12005013111 ","40123","9543"
"12005013230 ","42232","6193"
"12005013235 ","54610","5442"
"12005013242 ","37690","5488"
"12005013253 ","196664","101845"
"12005013471 ","119","9473"
"12005013520 ","42851","6366"
"12005013530 ","36261","9315"
"12005013733 ","40302","5608"
"12005013855 ","48140","9545"
"12005013907 ","2478","1002"
"12005014109 ","37587","9463"
"12005014172 ","29464","9498"
"12005014182 ","37590","9484"
"12005014696 ","10760","100578"
"12005014858 ","29386","9210"
"12005014874 ","10381","1002"
"12005015173 ","35387","9426"
"12005015368 ","54674","103982"
"12005015848 ","46672","9548"
"12005015859 ","19","9229"
"12005016077 ","37678","100907"
"12005016090 ","40357","106095"
"12005016207 ","83","9299"
"12005016225 ","197291","106086"
"12005016510 ","57709","9390"
"12005016539 ","70558","6333"
"12005016751 ","42395","6125"
"12005016895 ","37583","9452"
"12005017062 ","42016","101835"
"12005017078 ","40093","9514"
"12005017093 ","46911","9413"
"12005017227 ","10381","1002"
"12005017254 ","46158","9453"
"12005017261 ","29416","9375"
"12005017304 ","37590","9484"
"12005017457 ","36858","9413"
"12005017463 ","224","106120"
"12005017466 ","36221","9233"
"12005017679 ","40140","9548"
"12005017717 ","33879","1002"
"12005017858 ","47892","9559"
"12005017860 ","37788","5457"
"12005018028 ","54741","102595"
"12005018072 ","35714","9155"
"12005018394 ","54728","6358"
"12005018752 ","57542","5771"
"12005018752 ","57542","104334"
"12005019017 ","29387","9395"
"12005019600 ","46519","5510"
"12005019698 ","197518","9426"
"12005019728 ","42414","6097"
"12005019836 ","36673","9295"
"12005019866 ","45938","9328"
"12005019920 ","46837","5498"
"12005020053 ","11171","9243"
"12005020236 ","42744","6221"
"12005020407 ","65909","9357"
"12005020439 ","54804","9467"
"12005020728 ","42746","6207"
"12005020896 ","29416","9375"
"12005020927 ","40240","5541"
"12005021127 ","57709","9390"
"12005021362 ","119","9473"
"12005021558 ","85","1005"
"12005021560 ","35546","5754"
"12005021560 ","35546","101261"
"12005021562 ","587","5653"
"12005021744 ","42750","6234"
"12005021752 ","55320","6432"
"12005021759 ","40078","100829"
"12005021766 ","228","9406"
"12005022184 ","36221","9233"
"12005022193 ","54545","9437"
"12005022193 ","54545","106071"
"12005022197 ","41363","5891"
"12005022327 ","35993","9163"
"12005022493 ","29386","9210"
"12005022523 ","36291","9323"
"12005022594 ","57544","100891"
"12005022651 ","37425","103982"
"12005022671 ","198002","9415"
"12005022689 ","29387","9395"
"12005022690 ","35389","9383"
"12005022869 ","29386","9210"
"12005023061 ","41448","5798"
"12005023172 ","119","9473"
"12005023338 ","29592","9519"
"12005023517 ","29387","9395"
"12005023529 ","41402","5914"
"12005023540 ","42750","6234"
"12005023543 ","37788","5457"
"12005023548 ","12246","5490"
"12005023568 ","35342","9231"
"12005023807 ","46617","101041"
"12005023810 ","36206","9245"
"12005023815 ","37587","9463"
"12005023893 ","37321","9379"
"12005024016 ","45642","9183"
"12005024122 ","36858","9413"
"12005024124 ","57709","9390"
"12005024132 ","36210","9279"
"12005024153 ","40093","9514"
"12005024417 ","36123","105642"
"12005024432 ","42744","6221"
"12005024450 ","42805","6348"
"12005024634 ","242","9424"
"12005024641 ","41152","103439"
"12005024805 ","70548","6330"
"12005025009 ","35304","9276"
"12005025020 ","42123","101320"
"12005025125 ","47013","5822"
"12005025154 ","35546","5754"
"12005025154 ","35546","101261"
"12005025334 ","33879","1002"
"12005025393 ","29893","1001"
"12005025629 ","36529","6314"
"12005025683 ","36221","9233"
"12005025843 ","35342","9231"
"12005025848 ","198621","103641"
"12005025857 ","37278","9340"
"12005026019 ","35342","9231"
"12005026022 ","42123","101320"
"12005026088 ","35408","9510"
"12005026141 ","37624","106078"
"12005026161 ","37175","9427"
"12005026178 ","42805","6348"
"12005026539 ","54957","5519"
"12005026551 ","37833","9173"
"12005026865 ","45819","5444"
"12005026870 ","46819","9477"
"12005026896 ","35304","9276"
"12005027066 ","83","9299"
"12005027484 ","37587","9463"
"12005027583 ","54987","106077"
"12005027595 ","54988","6425"
"12005027813 ","140689","9386"
"12005027846 ","372","9458"
"12005027946 ","40093","9514"
"12005028126 ","70558","6333"
"12005028301 ","36210","9279"
"12005028470 ","36221","9233"
"12005028473 ","42834","6428"
"12005028557 ","46712","102988"
"12005028567 ","35387","9426"
"12005028748 ","30020","9566"
"12005029441 ","55016","100944"
"12005029446 ","19","9229"
"12005029459 ","54453","9413"
"12005029505 ","46716","5882"
"12005029563 ","35330","6434"
"12005029660 ","45641","9164"
"12005029873 ","45825","100829"
"12005029973 ","29474","5441"
"12005030115 ","48838","105748"
"12005030132 ","42043","6051"
"12005030280 ","41117","9555"
"12005030291 ","29388","1006"
"12005030553 ","40158","5590"
"12005030718 ","46519","5510"
"12005030729 ","42181","6138"
"12005030849 ","45641","9164"
"12005031052 ","119","9473"
"12005031112 ","22","9260"
"12005031345 ","29877","6511"
"12005031523 ","36788","102487"
"12005031690 ","37888","9195"
"12005031963 ","36221","9233"
"12005032105 ","55059","102689"
"12005032370 ","599","5491"
"12005032695 ","55107","6423"
"12005032807 ","47183","9343"
"12005032809 ","37624","106078"
"12005032974 ","37302","9365"
"12005032980 ","47000","9550"
"12005033346 ","35408","9510"
"12005033441 ","40108","9532"
"12005033864 ","41269","5722"
"12005033948 ","42805","6348"
"12005034243 ","371","9470"
"12005034244 ","37442","103981"
"12005034275 ","41151","9573"
"12005034284 ","55101","102693"
"12005034292 ","55102","105937"
"12005034364 ","40035","9465"
"12005034547 ","36287","9316"
"12005034802 ","29375","9241"
"12005035172 ","37786","5410"
"12005035189 ","37321","9379"
"12005035389 ","36197","101788"
"12005035595 ","35350","105479"
"12005035978 ","119","9473"
"12005036018 ","37452","100635"
"12005036336 ","200211","9437"
"12005036658 ","169","9305"
"12005036676 ","55168","9326"
"12005036750 ","36222","9242"
"12005036753 ","35546","5754"
"12005036753 ","35546","101261"
"12005037053 ","14250","5488"
"12005037257 ","37833","9173"
"12005037284 ","35726","5487"
"12005037765 ","29396","9329"
"12005038016 ","36190","106022"
"12005038259 ","37321","9379"
"12005038449 ","830","6238"
"12005038634 ","29387","9395"
"12005038657 ","53216","9400"
"12005038861 ","37633","106079"
"12005038973 ","41149","9572"
"12005038985 ","40110","102496"
"12005039314 ","35350","105479"
"12005039611 ","14250","5488"
"12005039980 ","91659","5490"
"12005040051 ","43170","6432"
"12005040096 ","35387","9426"
"12005040106 ","37158","9359"
"12005040129 ","55242","9313"
"12005040207 ","55302","5541"
"12005040395 ","57542","5771"
"12005040395 ","57542","104334"
"12005040418 ","228","9406"
"12005040473 ","35740","9411"
"12005040498 ","119","9473"
"12005040671 ","40093","9514"
"12005040782 ","36123","105642"
"12005040915 ","29605","5683"
"12005040961 ","42282","101044"
"12005041049 ","45641","9164"
"12005041431 ","37452","100635"
"12005041445 ","41386","5905"
"12005041466 ","83","9299"
"12005041514 ","37265","103854"
"12005041743 ","40289","5442"
"12005041924 ","37278","9340"
"12005042290 ","37752","5533"
"12005042293 ","221904","6188"
"12005042317 ","41363","5891"
"12005042434 ","57544","100891"
"12005042830 ","37690","5488"
"12005042877 ","55300","103639"
"12005043015 ","40093","9514"
"12005043091 ","36858","9413"
"12005043272 ","36782","6448"
"12005043316 ","83","9299"
"12005043329 ","36420","9250"
"22000002520 ","127670","9141"
"22000002553 ","45881","1030"
"22000003078 ","49996","7716"
"22000003108 ","36950","8790"
"22000003148 ","49680","7608"
"22000003175 ","50011","103682"
"22000003571 ","36950","8790"
"22000003798 ","44354","100127"
"22000003850 ","49903","101785"
"22000004231 ","50223","7820"
"22000004536 ","49903","101785"
"22000004547 ","44465","7774"
"22000004577 ","15435","7831"
"22000004580 ","15430","7805"
"22000004716 ","38499","9385"
"22000004752 ","36407","105625"
"22000005197 ","1246","9121"
"22000005222 ","52838","2283"
"22000005481 ","49676","7606"
"22000005526 ","44348","104810"
"22000005603 ","460","9309"
"22000005611 ","50094","7751"
"22000005828 ","36950","8790"
"22000005878 ","50223","7820"
"22000006206 ","49935","7701"
"22000006336 ","52861","2311"
"22000006818 ","43747","8733"
"22000006926 ","37081","8810"
"22000007130 ","50253","7853"
"22000007156 ","57661","7784"
"22000007461 ","45930","7943"
"22000007470 ","35841","2258"
"22000007778 ","38663","105415"
"22000008164 ","44465","7774"
"22000008377 ","36950","8790"
"22000008816 ","29945","7708"
"22000009139 ","50342","7941"
"22000009524 ","45985","7739"
"22000009560 ","52870","2321"
"22000009850 ","38639","100324"
"22000009921 ","43767","101639"
"22000009934 ","35262","7715"
"22000009959 ","50234","100972"
"22000010330 ","50341","7940"
"22000010657 ","39726","8935"
"22000010808 ","44317","9599"
"22000010891 ","44497","7771"
"22000010936 ","52843","2289"
"22000010962 ","49691","7616"
"22000010981 ","29754","8738"
"22000011007 ","48129","7699"
"22000011020 ","50518","7560"
"22000011121 ","39726","8935"
"22000011178 ","180587","2118"
"22000011369 ","50142","7776"
"22000011391 ","1246","9121"
"22000011486 ","50275","7880"
"22000011529 ","52926","2328"
"22000011876 ","110260","9121"
"22000011887 ","49568","2381"
"22000011892 ","46030","9549"
"22000011916 ","44363","9618"
"22000012322 ","39150","8974"
"22000012541 ","46059","101999"
"22000012555 ","49137","7676"
"22000012560 ","50059","105623"
"22000012686 ","22519","2274"
"22000013072 ","39937","9464"
"22000013111 ","44443","7666"
"22000013281 ","50153","7785"
"22000013320 ","39381","100203"
"22000013534 ","22519","2274"
"22000013630 ","35796","7949"
"22000013902 ","38780","9367"
"22000014069 ","49881","7692"
"22000014233 ","10893","7594"
"22000014377 ","49906","7696"
"22000014390 ","29435","8803"
"22000014396 ","29813","9115"
"22000014604 ","222113","7952"
"22000014747 ","57629","1027"
"22000014814 ","50223","7820"
"22000015505 ","44459","7800"
"22000016157 ","47705","1027"
"22000016173 ","10475","1028"
"22000016487 ","49662","7602"
"22000016720 ","44443","7666"
"22000016816 ","46136","9275"
"22000016846 ","40684","8960"
"22000016862 ","222159","9034"
"22000016954 ","36950","8790"
"22000017030 ","55960","7805"
"22000017038 ","53003","2346"
"22000017065 ","53084","102455"
"22000017293 ","52794","102161"
"22000017315 ","53359","2258"
"22000017383 ","50169","102344"
"22000017797 ","50655","7978"
"22000017829 ","29754","8738"
"22000017931 ","29435","8803"
"22000018010 ","128025","9226"
"22000018334 ","50099","7755"
"22000018378 ","52904","101614"
"22000018466 ","49417","7986"
"22000018758 ","1246","9121"
"22000018770 ","50328","7924"
"22000019052 ","15407","7727"
"22000019167 ","50031","7731"
"22000019179 ","35725","1029"
"22000019230 ","49662","7602"
"22000020004 ","49298","2180"
"22000020037 ","52665","2141"
"22000020066 ","46208","9077"
"22000020073 ","44347","103910"
"22000020103 ","50405","8015"
"22000020583 ","36950","8790"
"22000020622 ","61432","103404"
"22000020753 ","35778","1028"
"22000020769 ","15430","7805"
"22000021071 ","52847","2293"
"22000021127 ","44997","9143"
"22000021148 ","129286","104562"
"22000021307 ","52838","2283"
"22000021345 ","49240","2313"
"22000021481 ","49683","1003"
"22000021524 ","49243","2332"
"22000021527 ","50190","7804"
"22000021532 ","50224","7823"
"22000021704 ","50154","7784"
"22000021918 ","36681","7687"
"22000022004 ","15430","7805"
"22000022922 ","44497","7771"
"22000022988 ","29435","8803"
"22000023327 ","50099","7755"
"22000023811 ","43741","8735"
"22000024083 ","50710","8006"
"22000024277 ","35780","7689"
"22000024708 ","29869","9586"
"22000024713 ","22510","2246"
"22000024833 ","16806","7977"
"22000025270 ","50113","105941"
"22000025343 ","49827","7675"
"22000025483 ","22510","2246"
"22000025487 ","52821","2269"
"22000025510 ","52854","2304"
"22000025528 ","29870","9419"
"22000025735 ","44369","9581"
"22000025817 ","39150","8974"
"22000025820 ","36407","105625"
"22000026128 ","49623","103120"
"22000026153 ","49970","7710"
